,Round.1,Cell type number,Final.cell.type,X,Y,CD68,PDGFRb,CD56,PanCK,CAV1,Vim,CD90,PDPN,CD45,Ki67,MUC1,EpCAM,aSMA,CD3,CD4,CD8,CD31
13823,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11087.99,9633.917,51.92937,0,47.0223,12125.08,0,135.2342,81.6171,0,139.6059,0,0,341.4592,0,22.46468,36.74721,42.13383,0
13824,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11282.13,9637.56,143.966,0,68.7617,37659.65,0,6775.885,548.0043,0,290.7319,0,0,1021.072,0,30.38723,42.49787,55.32766,0
13825,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,11458.92,9636.799,6.779904,0,34.14833,65.83732,8.311005,3346.11,69.20096,0,192.555,0,0,388.2057,0.004784689,34.87081,39.28708,104.4545,0
13826,Immune ,20,Immune ,12516.69,9634.89,323.639,0,70.0878,20.27805,0,21170.66,98.38049,0,6014.332,0,0,147.7512,0,1888.615,672.4683,266.4244,0
13827,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11384.68,9637.843,9.007874,0,68.2874,16.00787,0,15021.52,74.87402,0,185.5039,0,0,199.4764,19.26378,46.52362,38.85827,89.5,0
13828,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11069.83,9640.43,38.86381,0,42.36576,9036.665,0,355.9728,69.45525,0,194.3541,0,0,345.2412,0,65.72374,59.61479,59.03502,0
13829,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,11308.4,9637.758,6194.656,0,53.96761,38475.88,0,25123.49,517.6032,0,869.9838,0,0,2284.028,0,30.38462,92.31579,109.8381,0
13830,Immune ,20,Immune ,10366.85,9641.292,91.31596,0,91.57655,48.28339,0,13301.37,18.86319,0,2235.779,0,0,401.6026,0,1272.743,40.82085,723.0098,0
13831,Immune ,20,Immune ,11762.15,9642.291,13.60645,0,82.25806,92.44516,0,10126.63,42.66452,0,1636.729,0,0,211.6903,4.948387,843.0903,140.3871,68.69032,0
13832,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,10286.23,9642.561,25.16092,0,97.11494,82.0977,0,1009.184,10.60632,0,702.6897,0,0,292.0086,0,131.2557,74.63506,74.64368,0
13833,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,11054.74,9641.752,186.5966,0,47.47727,7761.233,0,10267.69,58.88636,0,3596.761,0,0,445.4432,0,1024.415,521.7216,92.84659,0
13834,Immune ,20,Immune ,12533.77,9643.008,202.3564,0,62.64851,31.06931,0,9936.812,101.2079,0,1463.658,0,0,165.6485,0,1201.287,345.6634,47.68812,0
13835,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10933.14,9643.812,18.16742,0,49.42534,6571.032,0,3617.113,117.5023,0,150.4615,0,0,478.0588,0,42.71946,48.36199,44.0543,0
13836,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,11880.43,9644.378,379.378,0,50.86254,32979.97,0,17702.78,1181.715,0,19.18213,0,0,588.9696,0,33.26117,34.74227,84.66323,0
13837,Immune ,20,Immune ,11673.89,9645.265,10.82308,0,69.61538,49.09231,0,4558.073,26.73462,0,1979.923,0,0,274.1077,744.9231,1042.062,319.1154,64.16923,0
13838,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,11520.81,9647.49,12.64953,0,112.0794,10.65421,0,1594.668,27.8972,0,330.486,0,0,236.4299,0.02336449,35.14953,53.53271,123.2196,0
13839,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,12036.07,9647.491,248.9852,0,77.58519,11665.28,0,4970.359,198.8741,0,174.1148,0,0,1468.204,22540.84,44.78148,62.67407,82.73333,0
13840,Immune ,20,Immune ,12592.65,9647.236,477.2381,36.42857,1433.488,55.89881,116.6399,6650.783,148.494,309.131,2133.155,1979.475,645.2649,419.7321,1305.083,692.756,1794.979,3793.19,1206.432
13841,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10665.45,9649.072,87.4385,0,31.9893,4964.62,0,2953.273,39.1016,0,176.2353,0,0,252.7166,0,27.27273,37.37968,50.75401,0
13842,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11017.78,9647.275,31.03315,0,52.85083,24276.47,0,2655.779,97.37569,0,81.80663,0,0,1116.343,0,37.79006,44.86188,55.58564,0
13843,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11495.74,9649.953,100.9186,0,79.6873,32.55049,9267.681,27240.41,14.88274,0,213.4658,0,0,394.1824,18944.93,46.90554,74.9316,148.7394,0
13844,Immune ,20,Immune ,12437.3,9650.201,374.6372,0,53.34071,58.54425,0,32138.66,94.53982,0,1268.73,0,0,176.0531,0,803.7124,301.5133,115.9779,0
13845,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,11551.91,9652.375,1.005988,0,83.52695,14.34731,0,9570.096,43.35928,0,1101.228,0,0,294.2216,0,774.2695,103.2934,81.87425,0
13846,Unknown,0,Unknown,10903.54,9655.1,25447.28,0,42.12281,137.3246,0,36137.5,65.39474,0,1242.25,0,0,2158.667,0,63.20614,344.5132,152.8904,890.3246
13847,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,11034.77,9655.06,96.8,0,44.49756,16951.18,0,8126.854,141.8585,0,78.21951,0,0,695.6882,0,34.1561,23.86341,55.25366,0
13848,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,11367.41,9659,21.13253,0,71.0241,331.0964,0.3975904,3256.036,38.01205,0,2477.446,0,0,691.8675,30288.07,28.44578,140.8193,64.38554,0
13849,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,11906.18,9655.619,235.3386,0,45.38583,21923.47,0,16680.8,1103.11,0,17.61417,0,0,594.6452,0,39.08268,36.08661,86.76772,0
13850,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,12006.52,9656.228,33.29437,0,61.40693,29317.47,0,461.1212,885.9048,0,22.671,0,0,281.3727,1.337662,52.4026,40.10823,70.01299,0
13851,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10934.7,9657.808,428.4966,0,78.7483,5106.156,0,1587.327,69.43537,0,147.8571,0,0,425.1088,0,32.98639,46.29932,69.82993,0
13852,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11265.77,9657.29,23154.11,0,35.04575,1364.425,0,47587.98,79.67974,0,1341.68,0,0,1057.863,0,50.38562,195.8039,199.6993,0.1176471
13853,Unknown,0,Unknown,10816.04,9658.554,35932.37,0,67.78644,164.6271,0,33419.11,57.16949,0,1590.458,0,0,813.4271,0,49.78644,337.4034,122.2508,15.80339
13854,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,11539.35,9658.982,249.3209,0,101.8182,3.764706,0,9832.829,15.18182,0,859.7166,0,0,221.2139,0,181.2834,56.83422,135.8449,0
13855,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11206.68,9660.16,4231.123,0,60.98734,515.9873,0,19111.68,45.15823,0,1715.861,0,0,592.0538,0,34.18671,107.8418,99.39557,0
13856,Unknown,0,Unknown,12371.5,9660.255,179.4615,0,225.8763,76.37458,0,9239.482,184.0468,0,585.7191,0,0,150.1739,27856.15,228.7692,189.4415,56.73579,0
13857,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,11471.19,9660.877,0.02281369,0,63.58935,11.28137,0.6007605,1633.099,36.8403,0,232.2281,0,0,275.4449,16.24335,49.4943,35.92015,120.1103,0
13858,Immune ,20,Immune ,12421.57,9659.952,75.41549,0,50.33099,52.20423,0,4813.359,24.33099,0,2605.577,0,0,84.67606,0,1602.451,417.7324,47.26761,0
13859,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,10620.74,9663.977,492.6687,0,46.62319,14496.75,0,12661.74,204.6646,0,214.4058,0,0,815.1884,0,34.65631,44.43685,91.22774,0
13860,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10758.63,9661.835,2.296117,0,49.42718,28399.39,0,394.3592,139.5971,0,126.301,0,0,403.9497,0,39.00485,34.2767,52.00971,0
13861,Immune ,20,Immune ,12678.32,9662.36,39.62281,0,47.58772,36.5,0,6947.588,140.8509,0,1488.526,0,0,131.1842,0,790.0351,47.76316,52.08772,0
13862,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11349.22,9664.721,33.11848,0,48.04739,28763.59,0,732.1517,184.7204,0,167.7867,0,0,643.7429,0,33.57346,34.13744,59.96209,0
13863,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10545.31,9664.038,5964.165,0,74.61856,263.2268,0,12187.42,6.381443,0,848.134,0,0,467.8969,2.237113,30.82474,79.01031,75.1134,0
13864,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11069.38,9664.756,48.26087,0,56.03865,6980.671,0,2306.657,95.40097,0,119.6135,0,0,568.4251,0,25.0628,22.06763,46.91304,0
13865,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11815.1,9666.083,5.450777,0,37.31606,31252.54,0,103.6788,402.6321,0,39.35233,0,0,492.6611,0,27.39896,35.70984,40.96891,0
13866,Immune ,20,Immune ,12433.38,9667.958,106.6833,0,63.30833,11.59167,0,9053.917,198.4667,0,3284.467,0,0,109.9833,0,1623.042,681.2167,59.88333,0
13867,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,10110.11,9667.234,185.9766,0,129.4922,332.957,0.5742188,7376.355,39.82031,0,1182.277,0,0,348.0234,2677.133,51.26172,49.78516,74.32031,12.39062
13868,Unknown,0,Unknown,11230.64,9667.244,9641.419,0,29.83333,70.4619,0,40560.75,64.24286,0,1485.148,0,0,442.6238,0,37.72857,110.1762,150.6048,15.2381
13869,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11315.62,9666.502,8.137584,0,52.11074,29247.28,0,258.1443,236.7718,0,100.6745,0,0,539.1492,0,62.91275,31.53356,67.44295,0
13870,Immune ,20,Immune ,12588.91,9666.906,4642.576,0,38.44068,10.54237,0,29708.4,92.76271,0.1016949,4520.203,0,0,130.3644,0,1624.322,804.7203,43.11017,0
13871,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11419.42,9668.651,121.8841,0,89.2029,7.543478,147.5145,24421.59,22.58696,0,143.8188,0,0,491.5725,18117.04,58.56522,56.21014,79.89855,0
13872,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,12061.8,9668.024,15.42289,0,69.89552,0.004975124,0,3823.428,32.08955,0,176.9851,0,0,1136.1,33133.06,42.9801,66.63682,59.93035,0
13873,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,11363.76,9669.527,109.4718,0,58.35211,7372.887,0,12463.39,80.42254,0,366.1338,0,0,1049.035,20339.62,68.08451,54.16901,89.89437,0
13874,Immune ,20,Immune ,12492.04,9668.98,495.2198,0,57.93407,30.46154,0,19056.15,106.3132,0,2633.297,0,0,118.7253,0,2044.94,125.6319,357.9231,0
13875,Immune ,20,Immune ,10848.92,9670.607,22755,0,48.46291,210.5015,0,27133.42,46.30861,0,854.7567,0,0,884.4629,0,48.01484,169.2641,120.2849,0
13876,Immune ,20,Immune ,12298.93,9670.771,3489.327,0,74.85149,106.1188,0,27270.46,19.16832,0,1872.931,0,0,503.8614,3146.995,910.9059,360.3564,170.4901,0
13877,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,12398.84,9671.094,39.34756,0,66.86585,29.09146,0,7344.793,84.77439,0,48.10976,0,0,126.5549,5.432927,130.2317,65.14634,63.41463,0
13878,Unknown,0,Unknown,11175.5,9671.215,11649.04,0,43.92188,141.8438,0,43554.29,41.94687,0,299.6062,0,0,1152.703,0,37.26562,103.9656,181.0312,0
13879,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11038.7,9673.9,29.83186,0,55.30973,20930.94,0,2688.053,95.32743,0,169.9912,0,0,841,0,38.43363,63.14159,53.29204,0
13880,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11089.39,9673.068,14.88079,0,61.19868,14023.97,0,800.4238,128.2384,0,142.7483,0,0,675.8852,0,29.77483,28.86755,48.64238,0
13881,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,12138.33,9673.146,148.0268,0,125.4966,57.97987,0,27499.33,20.78523,0,7.47651,0,0,126.6107,0,70.48322,59.77181,137.4765,0
13882,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,10547.1,9675.569,999.6268,0,66,240.2183,0,19635.94,2.232394,0,1412.725,0,0,577.5986,542.9507,21.00704,65.42958,84.83803,0
13883,Immune ,20,Immune ,11686.93,9674.821,6.779528,0,58.00787,2.11811,0,12377.62,49.4252,0,783.0315,0,0,204.8268,808.9843,679.6929,70.53543,98.83465,0
13884,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10184.92,9676.906,33.11538,0,70.2,40.43077,20.87692,12297.38,6.030769,0,314.5462,0,0,565.4385,916.0692,26.38462,61.27692,96.15385,0
13885,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10794.12,9677.148,21102.2,0,44.11386,296.8119,0,26987.46,80.35149,0,1429.05,0,0,1066.198,0,45.92574,208.1337,118.2475,0
13886,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,10954.54,9677.089,472.6782,0,46.1954,40720.56,0,13587.67,549.8075,0,134.0776,0,0,1188.748,0,45.6523,36.98851,68.00862,0
13887,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11923.04,9674.213,45.30667,0,34.87333,3817.173,0,13.66667,132.6867,0,18.88667,0,0,320.56,0,25.02667,34.36,54.04667,0
13888,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10571.34,9678.462,3217.951,0,63.81081,662.7081,0,29357.82,0,0,812.6919,0,0,517.0108,0,38.76757,252.0054,154.5351,0
13889,Unknown,0,Unknown,12505,9680.523,95.50505,0,83.82828,20.93939,0,7616.343,275.5758,0,201.1616,0,0,163.2525,0,243.7121,83.4798,63.9596,0
13890,Unknown,0,Unknown,12520.91,9680.848,311.63,0,67.735,23.46,0,8599,240.985,0,44.62,0,0,86.99,0,255.99,83.12,59.275,0
13891,Unknown,0,Unknown,10908.08,9681.336,34672.78,0,39.41329,161.9364,0,40641.12,49.96532,0,1535.558,0,0,1021.358,0,46.96821,256.0029,144.2746,0
13892,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10364.97,9683.399,35.74494,0,82.10526,45.92713,12.73684,10136.02,40.91498,0,241.1943,0,0,319.5709,9.821862,28.76923,48.41296,74.17814,0
13893,aSMA+CD90-PDGFRb-PDPN-CAV1+,13,aSMA+CD90-PDGFRb-PDPN-CAV1+,11475.99,9682.378,67.40625,0,84.72917,9.041667,685.1927,30835.54,8.302083,0,383.2188,0,0,194.0781,30785.95,58.08333,56.31771,140.6406,0
13894,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11811.5,9683.344,141.0923,0,73.07692,23061.42,0,6078.308,541.2,0,395.7077,0,0,420.2974,887.4821,37.72308,43.24103,70.57436,0
13895,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10127.37,9683.628,153.4495,0,91.98485,45.44949,1011.975,26752.77,73.64141,0,396.1616,0,0,381.5354,13838.12,27.71212,48.12121,108.6818,0
13896,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10175.34,9684.615,178.4762,0,110.6753,47.75758,93,24562.94,9.056277,0,483.1818,0,0,729.4892,17519.34,43.06926,47.04762,105.4935,0
13897,Unknown,0,Unknown,12300.75,9682.231,7605.044,0,42.74375,33.39375,0,36515.66,54.78125,0,299.9875,0,0,372.1187,0,106.3375,161.0687,126.8812,0
13898,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,12366.15,9683.537,247.6216,0,191.4703,623.7189,0,18468.3,117.4973,0,203.5243,0,0,213.3027,27129.77,170.4973,72.38919,103.6,0
13899,Immune ,20,Immune ,12592.26,9684.256,147.1124,0,118.9704,8.639053,0,7866.527,72.3787,0,1191.302,0,0,169.1538,0,259.858,106.3254,216.574,0
13900,Unknown,0,Unknown,12603.09,9683.4,59.2451,0,97.62745,27.17647,0,6128.353,41.22549,0,296.5686,0,0,72.64706,0,43.96078,51.90196,52.31373,0
13901,aSMA+CD90-PDGFRb-PDPN-CAV1+,13,aSMA+CD90-PDGFRb-PDPN-CAV1+,10251.9,9685.321,323.1863,0,132.2255,107.0098,8529.088,22922.99,7.906863,0,282.402,0,0,400.5637,10799.89,45.94118,44.51471,139.1275,0
13902,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10425.39,9675.765,119.0042,0,144.0593,39.77542,557.6441,12206.74,0,0,415.1949,0,0,359.2839,2498.004,53.69492,58.15254,72.32203,0
13903,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,12090.7,9687.171,5.962963,0,70.61111,1.919753,0,7276,15.04938,0,246.1173,0,0,224.6543,62.41975,127.8025,101.7469,51.90123,0
13904,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,12142.91,9687.293,202.5854,0,89.82317,43.17683,0,20745.63,51.22561,0,24.40854,0,0,197.75,0,62.19512,67.31098,160.9817,0
13905,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11091.03,9688.012,31.5,0,49.26293,45891.4,0,981.7629,734.7586,0,113.9095,0,0,517.2113,0,33.94397,35.21552,45.52155,0
13906,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11423.64,9688.455,39.53383,0,48.62406,18.75188,508.4812,17252.39,27.3609,0,99.64662,0,0,344.9323,1319.301,39.8797,39.79699,96.76692,0
13907,aSMA+CD90-PDGFRb-PDPN-CAV1+,13,aSMA+CD90-PDGFRb-PDPN-CAV1+,10269.12,9689.828,381.1296,0,92.75926,60.55556,1640.531,26844.23,6.790123,0,385.8519,0,0,289.0185,1368.772,24.09877,43.15432,138,0
13908,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,11349.53,9688.849,129.2366,0,40.02254,27399.39,0,12148.15,337.4423,0,114.6761,0,0,781.4241,258.5634,44.2507,32.2169,63.84225,0
13909,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,10058.08,9690.167,16.80531,0,51.34513,13454.31,0,9620.327,39.02655,0,1350.062,0,0,403.4956,0,54.38938,73.46018,57.9292,0
13910,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,11516.86,9690.736,5.7,0,62.11176,24.35882,7.105882,22152.66,6.223529,0,171.7529,0,0,135.9059,75.27059,35.41765,28.68824,127.1059,0
13911,aSMA+CD90-PDGFRb-PDPN-CAV1+,13,aSMA+CD90-PDGFRb-PDPN-CAV1+,10393.19,9690.609,699.5164,0,96.17371,81.62441,2698.709,19812.17,1.713615,0,220.4695,0,0,359.1737,19831.66,52.26761,52.95305,100.6901,0
13912,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10434.61,9698.741,296.3784,0,134.9685,19.34234,12.33333,10361.86,1.265766,0,289.8604,0,0,302.8514,2598.149,46.13964,42.66667,124.3018,0
13913,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,12032.52,9693.022,268.6355,0,40.31527,11714.82,0,3126.68,637.1724,0,22.15764,0,0,157.33,0,29.94581,40.133,39.58128,0
13914,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,12167.69,9692.662,32.71264,0,76.54023,65.38506,0,2871.345,79.05172,0,3.126437,0,0,90.35632,111.7701,36.84483,39.93103,41.99425,0
13915,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11763.51,9692.9,193.6142,0,81.27559,77.15354,0,26014.48,51.53937,0,339.5669,0,0,330.6969,0,40.97244,46.59449,197.6339,0
13916,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10973.26,9693.82,16.55422,0,51.55823,28509.23,0,503.3052,53.17269,0,85.2249,0,0,391.6494,0,30.8755,48.30522,48.92771,0
13917,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,12329.3,9694.842,160.2025,0,78.95359,490.0169,0,11375.55,71.04641,0,165.6076,0,0,216.8565,0,684.4346,110.5949,67.12658,0
13918,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10142.83,9695.566,103.4916,0,89.72626,27.04469,342.7821,24710.77,9.558659,0,340.3743,0,0,1030.436,2658.486,35.89385,43.81564,96.20112,0
13919,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10347.67,9696.339,13.29954,0,95.03687,85.53456,53.11982,11343.35,2.608295,0,285.1475,0,0,473.2396,0,30.67281,54.63134,86.75576,0
13920,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11005.2,9693.084,31.59271,0,61.26748,13402.8,0,751.696,95.5076,0,112.5441,0,0,671.6617,0,39.72948,41.74164,52.97568,0
13921,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11043.34,9695,31.94142,0,34.01674,11606.97,0,604.3556,89.48117,0,142.8577,0,0,481.5211,0,37.33054,43.03347,39.39331,0
13922,aSMA+CD90+PDGFRb-PDPN-CAV1-,12,aSMA+CD90+PDGFRb-PDPN-CAV1-,12742.23,9696.48,12777.57,0,69.41751,9850.939,0,31732.46,280.5354,0,2231.882,0,0,642.963,1372.118,44.59596,179.6936,144.835,0
13923,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11532.54,9698.103,65.33951,0,96.67284,36.88272,0,17779.44,19.37037,0,518.7593,0,0,111.2593,0,57.97531,50.25926,131.7346,0
13924,Immune ,20,Immune ,11884.64,9698.184,19846.9,0,45.75519,6.360996,0,48625.77,32.52697,0,2117.124,0,0,555.4274,0,35.36929,175.1618,259.0124,0
13925,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11402.8,9698.787,6.382353,0,69.13725,10.67647,0.08823529,7993.77,39.11765,0,154.9216,0,0,367.4314,0,47.37745,33.0049,60.9902,0
13926,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10294.53,9697.513,54.14706,0,95.93529,79.54706,12.31471,9230.938,2.208824,0,278.2529,0,0,401.8235,6213.85,34.10882,55.03529,78.92353,0
13927,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,12077.52,9700.425,406.4404,0,59.22477,13545.02,0,10727.27,668.6743,0,58.66055,0,0,701.9404,33446.45,41.07339,54.65138,59.21101,0
13928,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,12366.89,9699.789,832.4472,0,163.1304,26553.86,0,9540.938,391.0248,0,296.2422,0,0,1886.729,206.3478,205.3478,132.7143,137.1988,0
13929,Unknown,0,Unknown,12391.16,9700.144,487.455,0,149.925,12.73,0,17573.28,16.255,0,1259.945,0,0,246.05,5964.35,976.19,506.47,97.205,0
13930,Unknown,0,Unknown,12403.64,9701.545,89.97414,0,102.7241,0.4568966,0,8411.914,29.91379,0,469.4569,0,0,113.0776,172.9569,564.1552,211.7759,75.67241,0
13931,Unknown,0,Unknown,12475.11,9703.061,12.3125,0,51.21875,17.975,0,9796.237,128.8313,0,343.7688,0,0,175.325,0,294.6875,86.725,62.1125,0
13932,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,11815.86,9703.304,436.1596,0,76.37089,7345.545,0,18378.96,290.6432,0,994.77,0,0,510.277,553.2207,31.59624,39.85446,110.2347,0
13933,Immune ,20,Immune ,12512.84,9701.946,703.755,0,68.55629,38.35762,0,17912.55,89.27815,0,3137.503,0,0,227.0728,0,1502.709,540.0927,95.83444,0
13934,Unknown,0,Unknown,10781.1,9705.681,27621.1,0,73.35882,174.9235,0,29058.78,49.66471,0,481.7706,0,0,3108.776,0,43.58235,216.0412,141.4,0
13935,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,10557.41,9704.867,228.8253,0,60.62825,462.2007,0,2178.591,0,0,672.881,577.1667,0,660.4387,5414.379,75.95167,72.19703,71.07807,0
13936,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11070.1,9710.245,73.87584,0,50.43624,18988.99,0,3446.403,332.5201,0,153.4664,0,0,444.6462,0,54.69463,48.26846,67.72483,0
13937,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11030.29,9706.683,17.79231,0,46.34615,883.7769,0,707.4462,90.63077,0,154.2846,0,0,444.9462,0,32.33846,47.12308,53.92308,0
13938,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11132.84,9707.127,33.751,0,42.51004,32083.1,0,603.3976,213.8715,0,119.2209,0,0,460.3292,0,32.63855,51.59839,55.54618,0
13939,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,11269.07,9706.99,877.4728,0,48.95861,82.81046,0,2835.359,68.06754,0,1106.107,0,0,374.4858,0,40.63181,81.878,52.82789,0
13940,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11376.66,9707.057,13.55963,0,79.33945,4584.339,0,4993.431,90.81651,0,169.3303,0,0,371.4587,23526.96,36.40367,56.05505,81,0
13941,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11924.93,9709.408,10.2994,0,58.65868,12826.7,0,480.6467,133.9162,0,16.92216,0,0,286.7169,0,23.08982,39.94012,43.35329,0
13942,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,10673.33,9712.853,908.3771,0,49.68,22447.94,0,9449.88,366.5829,0,213.9543,13644.61,0,695.48,0,45.74286,56.99429,51.42286,0
13943,Unknown,0,Unknown,10896.51,9712.728,6501.01,0,48.6165,113.5583,0,34672.97,64.71359,0,837.0243,0,0,515.3058,0,28.00971,122.8107,143.5777,0
13944,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11100.77,9713.52,1396.28,0,50.86851,1677.796,0,661.4602,139.0554,0,171.2699,0,0,451.1073,0,42.58131,47.0519,69.06228,0
13945,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10152.37,9714.133,331.8492,0,91.48603,31.4581,2337.626,21342.54,15.14525,0,275.095,0,0,871.5307,6737.844,23.73743,55.77654,144.581,0
13946,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,11340.7,9714.333,17.14103,0,22.26923,21916.58,0,170.3718,406.0833,0,125.0641,0,0,448.6553,0,41.22436,35.71795,43.80769,0
13947,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11805.03,9714.507,104.1176,0,79.0719,41.37908,0,9412.229,218.6144,0,114.9608,0,0,326.1242,12075.95,50.13725,54.35948,62.60131,0
13948,Immune ,20,Immune ,12113.73,9715.089,173.0816,0,158.8912,32.63265,0,10123.9,108.1769,0,1671.721,0,0,126.0476,1270.728,684.2993,78.27211,189.1088,0
13949,Immune ,20,Immune ,10202.63,9716.492,2068.017,0,59.29487,168.4573,1.440171,11581.86,65.61111,0,3632.821,0,0,475.6709,1.213675,1662.932,49.46154,637.2692,0
13950,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,11791.9,9716.126,20.59799,0,94.37688,38.33668,0,12577.89,62.52764,0,162.8995,0,0,360.1809,142.005,31.69849,30.68342,77.16583,0
13951,Immune ,20,Immune ,10395.51,9717.884,54.50714,0,67.4,55.37143,0,15770.44,2.792857,0,1977.721,0,0,271.3929,0,971.0143,57.85,511.9143,0
13952,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,10313.44,9718.404,55.87692,0,121.7538,77.06667,1001.508,12840.65,10.84615,0,287.9282,0,0,508.3897,31503.02,40.45128,55.77949,90.02564,0
